library_aliquot_local_name,library_package_local_name,library_pool_local_name,library_pool_local_tube_id,library_pool_tube_barcode,library_pool_preparation_date,library_local_name,library_technique,library_r1_r2_index,library_preparation_date,library_source_type,library_avg_size_bp,library_concentration_nm,library_input_ng,library_prep_pass_fail,library_prep_set,library_quantification_fmol,library_quantification_ng,amplified_cdna_local_name,amplified_cdna_preparation_date,amplified_cdna_amplified_quantity_ng,amplified_cdna_pcr_cycles,amplified_cdna_rna_amplification_pass_fail,amplified_cdna_percent_cdna_longer_than_400bp,cdna_amplification_set,barcoded_cell_sample_local_name,barcoded_cell_sample_tag_local_name,barcoded_cell_sample_tag_description,barcoded_cell_sample_number_of_expected_cells,barcoded_cell_sample_port_well,barcoded_cell_input_quantity_count,barcoded_cell_sample_technique,enriched_cell_sample_local_name,enriched_cell_sample_preparation_date,enrichment_population,dissociated_cell_sample_local_name,dissociated_cell_sample_cell_label_barcode,dissociated_cell_sample_cell_prep_type,tissue_sample_local_name,tissue_structure,species,project_identifier,roi_id,other_species,roi_local_name,donor_local_name,age_at_death_value,age_at_death_unit,age_at_death_reference_point,age_at_death_description,donor_species,biological_sex,Species common,ROI abbrv,BCS Tag updated in Portal,Package Date,Date in Portal,Portal comments,BG_Paper_241204,NeMO Bucket,NeMO Submission ID,NeMO upload date,NeMO alignment comments,NeMO alignment date (by aliquot),NeMO alignment version,NeMO alignment jobID,NeMO alignment status,Pool_NeMOsubID
NY-MX22009-7,NYGC_241001_shipment,MTX-22009,NY-MX22009,A1659354,10/1/2024,L8XR_240926_21_H09,10xMultiome;GEX,SI-TT-H9,9/26/2024,amplified_cdna,442,212.6289173,81.9931938,Pass,L8XR_240926_21,7442.012105,2170.983771,A8XR_240920_01_E01,9/20/2024,82,9,Pass,1.01,A8XR_240920_01,2459_C05,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C05,15921,Multiome,"M1XM_240918_206-R_C01
M1XM_240918_206-A_C01",9/18/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240918_H21.30.004.CX.16.PuR.01.Multiome,None,Nuclei,H21.30.004.CX.16.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.16.PuR.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,PuR,,10/1/2024,9/30/2024,,BG_paper_Human,nemo-tmp-c7pisg4-mtx-22009,c7pisg4,10/20/2024,10X genomics multiome;rnaseq,2025-01-14T04:29:32Z,5.9.3,JobIdIO1HBITY,aligned,MTX-22009_c7pisg4
NY-AT26009-7,NYGC_241001_shipment,ATX-26009,NY-AT26009,A4556284,10/1/2024,L8XA_240920_01_B07,10xMultiome;ATAC,SI-NA-B7,9/20/2024,amplified_cdna,934,196.6251329,0,Pass,L8XA_240920_01,3932.502659,2424.151939,B8XM_240920_01_F02,9/20/2024,nan,None,Pass,nan,B8XM_240920_01,2459_C05,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C05,15921,Multiome,"M1XM_240918_206-R_C01
M1XM_240918_206-A_C01",9/18/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240918_H21.30.004.CX.16.PuR.01.Multiome,None,Nuclei,H21.30.004.CX.16.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.16.PuR.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,PuR,,10/1/2024,9/30/2024,,BG_paper_Human,nemo-tmp-hfddook-atx-26009,hfddook,10/22/2024,genomics multiome;atac-seq,2025-01-14T04:29:32Z,5.9.3,JobIdIO1HBITY,aligned,ATX-26009_hfddook
SQ_AT0060-5,AIBS-Proxy_240930_PreHMBA-backfill,ATX-560_240930,SQ_AT0060,SQ_AT0060,2/1/2022,L8XA_220125_01_A08,10xMultiome;ATAC,SI-NA-A8,1/25/2022,amplified_cdna,711,240.4570188,0,Pass,L8XA_220125_01,4809.140376,2256.737213,B8XM_220125_01_B03,1/25/2022,nan,nan,Pass,nan,B8XM_220125_01,1042_A06,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,A06,16120,Multiome,"M1XM_220121_151-A_A01
M1XM_220121_151-R_A01",1/21/2022,"80% NeuN+, 15% OLIG2-, 5% OLIG2+",H20.30.002.CX19.NACs.002_20220121,nan,Nuclei,H20.30.002.CX19.NACs.002_Human-NAC,DHBA:10339,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.002,38,years,birth,38 yrs,NCBITaxon:9606,Male,Human,NAC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-t4o8gu2-atx-560_240930,t4o8gu2,11/12/2024,10X genomics multiome;atac-seq,2025-01-18T03:28:41Z,5.9.3,JobIdIPQROWYF,aligned,ATX-560_240930_t4o8gu2
SQ_MX2052-6,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2052_240930,SQ_MX2052,SQ_MX2052,2/1/2022,L8XR_220127_02_G10,10xMultiome;GEX,SI-TT-G10,1/27/2022,amplified_cdna,435,144.27812,472.0049611,Pass,L8XR_220127_02,5049.734199,1449.778689,A8XR_220125_01_F03,1/25/2022,472,9,Pass,0.982,A8XR_220125_01,1042_A06,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,A06,16120,Multiome,"M1XM_220121_151-A_A01
M1XM_220121_151-R_A01",1/21/2022,"80% NeuN+, 15% OLIG2-, 5% OLIG2+",H20.30.002.CX19.NACs.002_20220121,nan,Nuclei,H20.30.002.CX19.NACs.002_Human-NAC,DHBA:10339,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H20.30.002,38,years,birth,38 yrs,NCBITaxon:9606,Male,Human,NAC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-grjkufn-mtx-2052_240930,grjkufn,11/14/2024,10X genomics multiome;rnaseq,2025-01-18T03:28:41Z,5.9.3,JobIdIPQROWYF,aligned,MTX-2052_240930_grjkufn
NY-MX22008-17,NYGC_241001_shipment,MTX-22008,NY-MX22008,A1658769,10/1/2024,L8XR_240919_21_E07,10xMultiome;GEX,SI-TT-E7,9/19/2024,amplified_cdna,463,177.2574371,182.5988902,Pass,L8XR_240919_21,6204.0103,1895.821467,A8XR_240917_01_F02,9/17/2024,183,9,Pass,0.99,A8XR_240917_01,2453_F02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,F02,15792,Multiome,"M2XM_240916_226-R_F01
M2XM_240916_226-A_F01",9/16/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240916_H21.30.004.CX.18.PuR.01.Multiome,None,Nuclei,H21.30.004.CX.18.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.18.PuR.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,PuR,,10/1/2024,9/30/2024,FACS population plan corrected to 70/20/10 on 1/13/25,BG_paper_Human,nemo-tmp-n87bfqz-mtx-22008,n87bfqz,10/19/2024,10X genomics multiome;rnaseq,2025-01-14T04:07:38Z,5.9.3,JobIdIQ1T5Z6Q,aligned,MTX-22008_n87bfqz
NY-AT26008-17,NYGC_241001_shipment,ATX-26008,NY-AT26008,A4556285,10/1/2024,L8XA_240917_01_D05,10xMultiome;ATAC,SI-NA-D5,9/17/2024,amplified_cdna,740,177.9413869,0,Pass,L8XA_240917_01,3558.827738,1738.131467,B8XM_240917_01_A03,9/17/2024,nan,None,Pass,nan,B8XM_240917_01,2453_F02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,F02,15792,Multiome,"M2XM_240916_226-R_F01
M2XM_240916_226-A_F01",9/16/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240916_H21.30.004.CX.18.PuR.01.Multiome,None,Nuclei,H21.30.004.CX.18.PuR.01_PuR,DHBA:11537,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H21.30.004.CX.18.PuR.01,H21.30.004,57,years,birth,57 yrs,NCBITaxon:9606,Male,Human,PuR,,10/1/2024,9/30/2024,FACS population plan corrected to 70/20/10 on 1/13/25,BG_paper_Human,nemo-tmp-gtboafk-atx-26008,gtboafk,10/21/2024,10X genomics multiome;atac-seq,2025-01-14T04:07:38Z,5.9.3,JobIdIQ1T5Z6Q,aligned,ATX-26008_gtboafk
NY-AT26015-11,NYGC_241112_shipment,ATX-26015,NY-AT26015,A1658760,11/12/2024,L8XA_241029_01_C02,10xMultiome;ATAC,SI-NA-C2,10/29/2024,amplified_cdna,865,197.7765571,0,Pass,L8XA_241029_01,3955.531141,2258.212729,B8XM_241029_01_H01,10/29/2024,nan,None,Pass,nan,B8XM_241029_01,2540_C02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C02,16211,Multiome,"M1XM_241028_241-A_C01
M1XM_241028_241-R_C01",10/28/2024,"64% NeuN+, 24% OLIG2-, 12% OLIG2+",20241028_H24.30.007.CX.17.VEP.01.Multiome,None,Nuclei,H24.30.007.CX.17.VEP.01_VeP,DHBA:10345,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.17.VEP.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,VeP,,11/12/2024,11/12/2024,,BG_paper_Human,nemo-tmp-t3evm2x-atx-26015,t3evm2x,12/6/2024,10X Genomics Multiome;ATAC-seq,2025-01-24T02:09:44Z,0,JobIdIVJ2HO62,aligned,ATX-26015_t3evm2x
NY-MX22015-11,NYGC_241112_shipment,MTX-22015,NY-MX22015,K0133817,11/12/2024,L8XR_241031_21_D03,10xMultiome;GEX,SI-TT-D3,10/31/2024,amplified_cdna,464,119.9415231,178.2013388,Pass,L8XR_241031_21,4197.95331,1285.581222,A8XR_241029_01_G01,10/29/2024,178,9,Pass,1.007,A8XR_241029_01,2540_C02,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C02,16211,Multiome,"M1XM_241028_241-A_C01
M1XM_241028_241-R_C01",10/28/2024,"64% NeuN+, 24% OLIG2-, 12% OLIG2+",20241028_H24.30.007.CX.17.VEP.01.Multiome,None,Nuclei,H24.30.007.CX.17.VEP.01_VeP,DHBA:10345,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.17.VEP.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,VeP,,11/12/2024,11/12/2024,,BG_paper_Human,nemo-tmp-vix475k-mtx-22015,vix475k,12/7/2024,10X Genomics Multiome;RNAseq,2025-01-24T02:09:44Z,0,JobIdIVJ2HO62,aligned,MTX-22015_vix475k
NY-MX12028-3,NYGC_240117_shipment,MTX-12028,NY-MX12028,A1657038,1/17/2024,L8XR_240111_01_C09,10xMultiome;GEX,SI-TT-C9,1/11/2024,amplified_cdna,508,148.1665382,321.1554091,Pass,L8XR_240111_01,5185.828835,1738.704692,A8XR_240109_01_G01,1/9/2024,321,9,Pass,0.967,A8XR_240109_01,2016_C03,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C03,16080,Multiome,"M1XM_240104_221-A_C01
M1XM_240104_221-R_C01",1/4/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240104_H23.30.001.CX.18.PuPV.01.Multiome,nan,Nuclei,H23.30.001.CX.18.PuPV.01_PuPV,DHBA:146034754,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.18.PuPV.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,PuPV,3/19/2024,1/17/2024,1/17/2024,approx date in portal,BG_paper_Human,nemo-tmp-j6wixbd-mtx-12028,j6wixbd,2/19/2024,10X genomics multiome;rnaseq,2024-03-21T20:54:17Z,5.9.3,JobIdIXACD7XG,aligned,MTX-12028_j6wixbd
NY-AT16028-3,NYGC_240117_shipment,ATX-16028,NY-AT16028,A1657052,1/17/2024,L8XA_240109_01_C03,10xMultiome;ATAC,SI-NA-C3,1/9/2024,amplified_cdna,738,136.3341253,0,Pass,L8XA_240109_01,2726.682506,1328.112515,B8XM_240109_01_C02,1/9/2024,nan,nan,Pass,nan,B8XM_240109_01,2016_C03,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,C03,16080,Multiome,"M1XM_240104_221-A_C01
M1XM_240104_221-R_C01",1/4/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20240104_H23.30.001.CX.18.PuPV.01.Multiome,nan,Nuclei,H23.30.001.CX.18.PuPV.01_PuPV,DHBA:146034754,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H23.30.001.CX.18.PuPV.01,H23.30.001,50,years,birth,50 yrs,NCBITaxon:9606,Male,Human,PuPV,3/19/2024,1/17/2024,1/17/2024,approx date in portal,BG_paper_Human,nemo-tmp-re9k4ha-atx-16028,re9k4ha,2/20/2024,10X genomics multiome;atac-seq,2024-03-21T20:54:17Z,5.9.3,JobIdIXACD7XG,aligned,ATX-16028_re9k4ha
NW_MX2057-8,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2057_240930,NW_MX2057,NW_MX2057,2/15/2022,L8XR_220210_02_B04,10xMultiome;GEX,SI-TT-B4,2/10/2022,amplified_cdna,463,61.52164773,870.9910128,Pass,L8XR_220110_02,2153.257671,657.992479,A8XR_220208_01_A03,2/8/2022,871,9,Pass,0.997,A8XR_220208_01,1068_A07,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",10000,A07,16120,Multiome,"M1XM_220204_151-R_A01
M1XM_220204_151-A_A01",2/4/2022,"80% NeuN+, 15% OLIG2-, 5% OLIG2+",QN21.26.002.CX05.NAC.001 _20220204,nan,Nuclei,QN21.26.002.CX05.NAC.001_Macaque-NAC,DHBA:10339,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.002,11,years,birth,11 yrs,NCBITaxon:9545,Female,Macaque,NAC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-3j7ngyh-mtx-2057_240930,3j7ngyh,11/14/2024,10X genomics multiome;rnaseq,2025-01-22T15:16:37Z,5.9.3,JobIdIXGTDDWB,aligned,MTX-2057_240930_3j7ngyh
SQ_AT0565-10,AIBS-Proxy_240930_PreHMBA-backfill,ATX-565_240930,SQ_AT0565,SQ_AT0565,2/15/2022,L8XA_220208_01_D03,10xMultiome;ATAC,SI-NA-D3,2/8/2022,amplified_cdna,533,232.8724096,0,Pass,L8XA_220208_01,4657.448192,1638.397125,B8XM_220208_01_A03,2/8/2022,nan,nan,Pass,nan,B8XM_220208_01,1068_A07,"NHP_BG_Circuit
NHP_BG_Core_ROI","All Basal ganglia circuit regions in non-human primates, multiome
Core basal ganglia regions for basal ganglia circuit project, NHP, multiome.",10000,A07,16120,Multiome,"M1XM_220204_151-R_A01
M1XM_220204_151-A_A01",2/4/2022,"80% NeuN+, 15% OLIG2-, 5% OLIG2+",QN21.26.002.CX05.NAC.001 _20220204,nan,Nuclei,QN21.26.002.CX05.NAC.001_Macaque-NAC,DHBA:10339,NCBITaxon:9545,UM1MH130981 - Ed Lein,nan,1,nan,Q21.26.002,11,years,birth,11 yrs,NCBITaxon:9545,Female,Macaque,NAC,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Macaque,nemo-tmp-tf7dxqn-atx-565_240930,tf7dxqn,11/16/2024,10X genomics multiome;atac-seq,2025-01-22T15:16:37Z,5.9.3,JobIdIXGTDDWB,aligned,ATX-565_240930_tf7dxqn
NY-AT26015-3,NYGC_241112_shipment,ATX-26015,NY-AT26015,A1658760,11/12/2024,L8XA_241022_01_H11,10xMultiome;ATAC,SI-NA-H11,10/22/2024,amplified_cdna,531,297.0048015,0,Pass,L8XA_241022_01,5940.09603,2081.766055,B8XM_241022_01_G01,10/22/2024,nan,None,Pass,nan,B8XM_241022_01,2526_D01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,D01,16082,Multiome,"M2XM_241021_241-A_D01
M2XM_241021_241-R_D01",10/21/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20241021_H24.30.007.CX.18.GPi.01.Multiome,None,Nuclei,H24.30.007.CX.18.GPi.01_GPi,DHBA:10344,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.18.GPi.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,GPi,,11/12/2024,11/12/2024,,BG_paper_Human,nemo-tmp-t3evm2x-atx-26015,t3evm2x,12/6/2024,10X Genomics Multiome;ATAC-seq,2025-01-23T20:30:13Z,5.9.3,JobIdJ405GUBX,aligned,ATX-26015_t3evm2x
NY-MX22015-3,NYGC_241112_shipment,MTX-22015,NY-MX22015,K0133817,11/12/2024,L8XR_241031_21_B03,10xMultiome;GEX,SI-TT-B3,10/31/2024,amplified_cdna,466,122.965801,214.8064514,Pass,L8XR_241031_21,4303.803034,1323.677661,A8XR_241022_01_G01,10/22/2024,215,9,Pass,0.977,A8XR_241022_01,2526_D01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,D01,16082,Multiome,"M2XM_241021_241-A_D01
M2XM_241021_241-R_D01",10/21/2024,"70% NeuN+, 20% OLIG2-, 10% OLIG2+",20241021_H24.30.007.CX.18.GPi.01.Multiome,None,Nuclei,H24.30.007.CX.18.GPi.01_GPi,DHBA:10344,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.007.CX.18.GPi.01,H24.30.007,61,years,birth,61 yrs,NCBITaxon:9606,Female,Human,GPi,,11/12/2024,11/12/2024,,BG_paper_Human,nemo-tmp-vix475k-mtx-22015,vix475k,12/7/2024,10X Genomics Multiome;RNAseq,2025-01-23T20:30:13Z,5.9.3,JobIdJ405GUBX,aligned,MTX-22015_vix475k
SQ_MX2027-3,AIBS-Proxy_240930_PreHMBA-backfill,MTX-2027_240930,SQ_MX2027,SQ_MX2027,10/12/2021,L8XR_211007_02_H02,10xMultiome;GEX,SI-TT-H2,10/7/2021,amplified_cdna,450,87.29829795,392.9322361,Pass,L8XR_211007_02,3055.440428,907.4658072,A8XR_210928_02_B01,9/28/2021,393,8,Pass,1,A8XR_210928_02,847_A04,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,A04,16088,Multiome,"M1XM_210922_151-R_A01
M1XM_210922_151-A_A01",9/22/2021,"80% NeuN+, 20% NeuN-",H18.30.001.CX45.CaH.001_20210922,nan,Nuclei,H18.30.001.CX45.CaH.001_Human-CaH,DHBA:10335,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H18.30.001,60,years,birth,60 yrs,NCBITaxon:9606,Female,Human,CaH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-rcr7ow9-mtx-2027_240930,rcr7ow9,11/14/2024,10X genomics multiome;rnaseq,2025-01-22T15:14:05Z,5.9.3,JobIdJ9GL23ZC,aligned,MTX-2027_240930_rcr7ow9
SQ_AT0032-3,AIBS-Proxy_240930_PreHMBA-backfill,ATX-532_240930,SQ_AT0032,SQ_AT0032,10/5/2021,L8XA_210928_01_A09,10xMultiome;ATAC,SI-NA-A9,9/28/2021,amplified_cdna,982,87.07388424,0,Pass,L8XA_210928_01,1741.477685,1128.686517,B8XM_210928_01_C01,9/28/2021,nan,nan,Pass,nan,B8XM_210928_01,847_A04,"Hu_BG_Circuit
Hu_BG_Core_ROI","All basal ganglia circuit regions in human, multiome
Core basal ganglia regions for basal ganglia circuit project, human, multiome.",10000,A04,16088,Multiome,"M1XM_210922_151-R_A01
M1XM_210922_151-A_A01",9/22/2021,"80% NeuN+, 20% NeuN-",H18.30.001.CX45.CaH.001_20210922,nan,Nuclei,H18.30.001.CX45.CaH.001_Human-CaH,DHBA:10335,NCBITaxon:9606,UM1MH130981 - Ed Lein,nan,1,nan,H18.30.001,60,years,birth,60 yrs,NCBITaxon:9606,Female,Human,CaH,,9/30/2024,9/26/2024,complete thru aliquot qc,BG_paper_Human,nemo-tmp-dof8dj2-atx-532_240930,dof8dj2,11/14/2024,10X genomics multiome;atac-seq,2025-01-22T15:14:05Z,5.9.3,JobIdJ9GL23ZC,aligned,ATX-532_240930_dof8dj2
NY-AT16076-7,NYGC_240716_shipment,ATX-16076,NY-AT16076,K0160505,7/16/2024,L8XA_240702_01_B04,10xMultiome;ATAC,SI-NA-B4,7/2/2024,amplified_cdna,547,287.6951523,0,Pass,L8XA_240702_01,5753.903046,2077.274078,B8XM_240702_01_H01,7/2/2024,nan,None,Pass,nan,B8XM_240702_01,2305_F01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,F01,16344,Multiome,"M2XM_240701_226-R_F01
M2XM_240701_226-A_F01",7/1/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240701_H24.30.003.CX.15.CaB.01.Multiome,None,Nuclei,H24.30.003.CX.15.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.003.CX.15.CaB.01,H24.30.003,19,years,birth,19 yrs,NCBITaxon:9606,Female,Human,CaB,,7/16/2024,7/15/2024,,BG_paper_Human,nemo-tmp-p5566zg-atx-16076,p5566zg,8/14/2024,10X genomics multiome;atac-seq,2025-01-10T01:40:24Z,0,JobIdJ9V98UQY,aligned,ATX-16076_p5566zg
NY-MX12076-7,NYGC_240716_shipment,MTX-12076,NY-MX12076,A4536387,7/16/2024,L8XR_240705_01_B06,10xMultiome;GEX,SI-TT-B6,7/5/2024,amplified_cdna,498,156.0778346,194.1912236,Pass,L8XR_240705_01,5462.724212,1795.488194,A8XR_240702_01_F01,7/2/2024,194,10,Pass,0.982,A8XR_240702_01,2305_F01,HMBA_Human_Atlas|HMBA_Human_Atlas_BN_BF,"Human whole brain multiome samples. HMBA Aim 1.
HMBA human basal nuclei and basal forebrain ROIs",10000,F01,16344,Multiome,"M2XM_240701_226-R_F01
M2XM_240701_226-A_F01",7/1/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240701_H24.30.003.CX.15.CaB.01.Multiome,None,Nuclei,H24.30.003.CX.15.CaB.01_CaB,DHBA:10336,NCBITaxon:9606,UM1MH130981 - Ed Lein,,0,H24.30.003.CX.15.CaB.01,H24.30.003,19,years,birth,19 yrs,NCBITaxon:9606,Female,Human,CaB,,7/16/2024,7/15/2024,,BG_paper_Human,nemo-tmp-b3zzxsa-mtx-12076,b3zzxsa,8/15/2024,10X genomics multiome;rnaseq,2025-01-10T01:40:24Z,0,JobIdJ9V98UQY,aligned,MTX-12076_b3zzxsa
NY-MX12035-2,NYGC_240213_shipment,MTX-12035,NY-MX12035,A4540966,2/13/2024,L8XR_240208_21_F02,10xMultiome;GEX,SI-TT-F2,2/8/2024,amplified_cdna,461,83.00077527,602.6041862,Pass,L8XR_240208_21,2905.027135,883.883556,A8XR_240202_01_G01,2/2/2024,603,10,Pass,1.002,A8XR_240202_01,2052_A06,HMBA_Macaque_Atlas|HMBA_Macaque_Atlas_BN_BF,"Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",10000,A06,16485,Multiome,"M1XM_240201_241-R_A01
M1XM_240201_241-A_A01",2/1/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240201_QM23.50.003.CX.07.CaB.01.Multiome,nan,Nuclei,QM23.50.003.CX.07.CaB.01_CaB,DHBA:10336,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,nan,QM23.50.003,6,years,birth,6 yrs,NCBITaxon:9544,Male,Macaque,CaB,3/19/2024,2/13/2024,2/13/2024,,BG_paper_Macaque,nemo-tmp-2dm4xa4-mtx-12035,2dm4xa4,3/12/2024,10X genomics multiome;rnaseq,2024-03-21T21:00:25Z,5.9.3,JobIdJD0IQJBO,aligned,MTX-12035_2dm4xa4
NY-AT16035-2,NYGC_240213_shipment,ATX-16035,NY-AT16035,A4541998,2/13/2024,L8XA_240202_01_F03,10xMultiome;ATAC,SI-NA-F3,2/2/2024,amplified_cdna,715,257.5352066,0,Pass,L8XA_240202_01,5150.704131,2430.617279,B8XM_240202_01_B02,2/2/2024,nan,nan,Pass,nan,B8XM_240202_01,2052_A06,HMBA_Macaque_Atlas|HMBA_Macaque_Atlas_BN_BF,"Macaque whole brain multiome samples. HMBA Aim 1.
HMBA macaque basal nuclei and basal forebrain ROIs",10000,A06,16485,Multiome,"M1XM_240201_241-R_A01
M1XM_240201_241-A_A01",2/1/2024,"50% NeuN+, 35% OLIG2-, 15% OLIG2+",20240201_QM23.50.003.CX.07.CaB.01.Multiome,nan,Nuclei,QM23.50.003.CX.07.CaB.01_CaB,DHBA:10336,NCBITaxon:9544,UM1MH130981 - Ed Lein,,1,nan,QM23.50.003,6,years,birth,6 yrs,NCBITaxon:9544,Male,Macaque,CaB,3/19/2024,2/13/2024,2/13/2024,,BG_paper_Macaque,nemo-tmp-62vv8q9-atx-16035,62vv8q9,3/12/2024,10X genomics multiome;atac-seq,2024-03-21T21:00:25Z,5.9.3,JobIdJD0IQJBO,aligned,ATX-16035_62vv8q9
